ID,Amount.Requested,Interest.Rate,Loan.Length,Debt.To.Income.Ratio,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance
69461,19125,10.16%,36 months,25.58%,RENT,4000,725,5,0
8194,6525,16.07%,36 months,10.11%,RENT,3166.67,700,3,2494
72283,8975,7.90%,36 months,21.51%,MORTGAGE,9166.67,725,18,61613
32215,6000,6.03%,36 months,11.41%,MORTGAGE,6250,780,9,89985
47228,20800,19.22%,60 months,15.50%,RENT,6916.67,680,20,28764
41426,8400,14.27%,36 months,11.95%,MORTGAGE,4166.67,680,10,16634
79725,20000,18.49%,36 months,12.83%,MORTGAGE,13583.33,675,17,30679
85720,18550,12.12%,36 months,11.37%,MORTGAGE,3941,710,14,9438
65819,9600,12.12%,36 months,25.35%,RENT,4750,685,11,29475
60947,6000,6.03%,36 months,12.68%,MORTGAGE,6666.67,775,13,8581
66542,14000,15.31%,36 months,11.35%,RENT,7333.33,680,7,6229
17609,17000,12.98%,36 months,15.72%,RENT,4333.33,705,5,19053
41569,13250,10.65%,36 months,24.96%,RENT,3333.33,700,13,16192
53373,13000,9.76%,36 months,24.50%,RENT,4166.67,705,10,15534
65052,20000,12.12%,36 months,16.35%,MORTGAGE,4166.67,700,7,15917
63133,7000,15.31%,36 months,15.64%,RENT,2666.67,670,11,11529
85485,12000,17.27%,36 months,15.07%,MORTGAGE,4166.67,665,7,12318
49712,4200,7.62%,36 months,6.75%,OWN,10416.67,735,15,10819
1973,15000,11.89%,36 months,12.42%,MORTGAGE,5000,715,15,31563
17961,1775,6.54%,36 months,19.77%,RENT,3333.33,725,11,2038
64307,10000,12.12%,36 months,18.81%,MORTGAGE,3250,695,10,19354
37291,14400,12.69%,60 months,16.06%,RENT,6250,730,6,28675
28276,16000,8.49%,36 months,10.30%,RENT,5416.67,735,15,15119
9762,10000,13.48%,36 months,14.57%,MORTGAGE,6307.42,680,11,18823
16996,3000,5.79%,36 months,8.49%,RENT,5416.67,745,13,10380
47673,20000,7.90%,36 months,20.95%,RENT,4333.33,750,9,13169
95606,6000,15.80%,36 months,21%,RENT,2176.67,685,13,4356
40351,7050,13.49%,36 months,14.05%,MORTGAGE,5624,680,6,2530
70321,11325,12.12%,36 months,8.61%,RENT,2833.33,725,3,9137
62797,2000,16.29%,36 months,30.58%,MORTGAGE,4166.67,670,9,3313
1760,11000,12.53%,36 months,1.62%,RENT,6667,690,7,4526
95560,10000,14.33%,36 months,23.56%,RENT,2750,700,4,14317
101158,15000,16.29%,36 months,10.67%,RENT,5000,665,14,13611
38040,23000,18.64%,60 months,21.17%,RENT,5166.67,690,13,23773
89677,10000,15.31%,36 months,26.03%,MORTGAGE,5416.67,675,12,7161
15949,4000,12.23%,60 months,2.63%,MORTGAGE,9417,705,5,13865
23710,13000,10.74%,36 months,19.25%,RENT,3200,715,7,28032
10,5000,9.33%,36 months,11.93%,MORTGAGE,15000,715,16,60568
38028,6400,7.51%,36 months,9.58%,RENT,6400,735,11,12306
49038,3825,7.90%,36 months,3.72%,RENT,3333.33,745,3,5106
56804,8000,17.99%,36 months,3.96%,RENT,7750,660,9,8080
41014,8000,17.27%,36 months,8.60%,MORTGAGE,1833.33,665,7,2963
84840,6000,15.31%,36 months,6.26%,RENT,11833.33,660,21,21567
35260,2500,8.90%,36 months,22.49%,RENT,2583.33,715,7,5883
85721,10000,13.11%,36 months,18.72%,RENT,4625,685,13,7411
46870,14600,9.76%,36 months,29.51%,OWN,2500,730,14,23616
16032,24000,21.14%,60 months,12.92%,RENT,9166.67,660,7,4324
100985,2200,7.90%,36 months,8.16%,MORTGAGE,5500,770,8,2927
84917,10000,13.11%,36 months,18.96%,RENT,8744.26,680,16,27086
57190,5000,9.76%,36 months,28.28%,MORTGAGE,4583.33,695,15,38092
38205,12300,7.51%,36 months,22.29%,RENT,3750,735,6,27282
5794,2500,13.22%,36 months,15.60%,MORTGAGE,3166.67,690,10,3777
8628,15000,12.73%,36 months,16.89%,MORTGAGE,6691.67,700,14,14488
46021,1000,10.74%,36 months,9%,RENT,1100,715,5,1314
33641,18000,11.71%,36 months,10.34%,RENT,3540,700,8,14960
93511,5000,15.80%,36 months,17.61%,RENT,4583.33,700,4,4164
15634,6000,9.99%,36 months,17.86%,MORTGAGE,4980,685,10,15280
22510,2500,10.37%,36 months,24.30%,RENT,2000,705,10,1523
80484,6000,10.16%,36 months,6.56%,MORTGAGE,2333.33,710,6,440
325,7000,7.75%,36 months,10.37%,RENT,4158,765,13,6634
23743,4200,13.06%,36 months,13.82%,MORTGAGE,6500,680,14,23653
59901,12500,14.09%,36 months,21.50%,OWN,2083.33,685,9,11967
10326,15400,16.32%,60 months,15.17%,RENT,6500,695,11,9989
92989,30000,17.77%,36 months,9.41%,RENT,10192,710,12,24188
98277,20700,16.29%,60 months,32.95%,RENT,6250,720,20,22277
54017,7000,13.11%,36 months,22.36%,MORTGAGE,5833.33,685,7,28985
45793,8000,7.90%,36 months,8.91%,RENT,3166.67,755,4,680
53635,18000,20.99%,60 months,11.63%,RENT,9051.83,670,5,32394
34440,12000,6.62%,36 months,4.73%,MORTGAGE,7083.33,745,9,6578
43487,5500,12.69%,36 months,19.33%,RENT,1800,670,6,12567
25993,18000,10.99%,60 months,15.35%,RENT,5666.67,750,12,1372
37383,5400,16.29%,36 months,20.03%,RENT,2666.67,660,9,11114
74054,18000,12.12%,60 months,19.16%,MORTGAGE,7583.33,730,14,26622
49539,3000,10.74%,36 months,15.55%,RENT,2000,705,5,1750
61152,21000,7.62%,36 months,6.84%,MORTGAGE,5333.33,775,7,19178
61151,8000,17.77%,36 months,34.56%,RENT,3291.67,725,26,18518
103989,1750,7.88%,36 months,23.35%,MORTGAGE,2000,735,13,13826
988,7500,8.00%,36 months,7.17%,MORTGAGE,3750,795,14,9409
47060,9500,14.65%,36 months,8.82%,RENT,5416.67,685,4,7831
71136,14500,14.09%,36 months,27.78%,MORTGAGE,6250,705,9,46129
58346,4800,19.99%,36 months,20.44%,MORTGAGE,2500,660,4,21514
30210,3800,6.99%,36 months,3.18%,RENT,3583.33,740,9,3766
101065,20675,17.27%,60 months,13.30%,RENT,3916.67,710,5,2449
101515,3500,10.28%,36 months,10%,RENT,15000,685,NA,NA
101340,27050,19.05%,60 months,12.89%,MORTGAGE,5083.33,690,8,15793
7167,8000,15.33%,36 months,16.04%,MORTGAGE,6416.67,675,8,25573
39602,5300,15.27%,36 months,24.88%,RENT,2500,660,11,7855
85090,5000,7.90%,36 months,12.85%,OWN,6666.67,730,18,9597
90356,15500,8.90%,36 months,16.36%,RENT,9000,700,8,4097
26354,11200,7.91%,36 months,13.07%,MORTGAGE,8500,720,9,5439
100217,16000,23.76%,60 months,27.06%,RENT,5416.67,665,18,24610
83773,21850,15.80%,36 months,26.29%,RENT,10000,690,20,43173
46350,2400,8.90%,36 months,11.23%,RENT,2333.33,705,8,2075
23644,2700,5.79%,36 months,19.81%,MORTGAGE,3958.33,750,14,13159
33138,30100,19.42%,60 months,3.31%,MORTGAGE,8333.33,705,15,3737
60512,20000,14.33%,60 months,15.68%,RENT,7083.33,720,8,17270
48836,6000,6.62%,36 months,16.03%,RENT,4166.67,805,5,79
45033,2000,14.65%,36 months,16.66%,OWN,2083.33,685,5,2566
1269,3200,12.86%,36 months,14.77%,RENT,2824,670,6,3318
29200,18000,13.49%,60 months,28.35%,MORTGAGE,13333.33,740,23,39592
33736,15000,15.27%,36 months,7.85%,RENT,15416.67,680,17,8962
24516,5000,11.99%,60 months,14.85%,RENT,4167,725,10,3489
53112,7500,13.67%,36 months,15.97%,RENT,4833.33,700,8,3908
57593,16000,17.99%,36 months,5.64%,RENT,7415.83,665,10,21686
37095,20000,7.90%,36 months,21.42%,MORTGAGE,5000,755,6,6264
89600,24000,15.80%,60 months,16.73%,MORTGAGE,7500,665,10,24126
14080,25000,15.95%,36 months,17.95%,RENT,7983.33,685,14,28330
39481,3000,6.03%,36 months,5.50%,RENT,4166.67,750,7,9616
6717,8000,11.48%,36 months,15.10%,OWN,3833.33,735,4,13415
27671,13000,10.99%,60 months,21.70%,MORTGAGE,6517,740,14,4663
55501,8000,6.03%,36 months,4.51%,MORTGAGE,3500,815,9,6737
56361,10000,12.12%,36 months,31.46%,MORTGAGE,5000,695,16,18921
5166,20000,12.53%,36 months,3.65%,MORTGAGE,5200,780,3,9231
87150,21700,15.31%,36 months,13.93%,MORTGAGE,5147.17,695,6,8795
29016,2500,11.99%,36 months,9.98%,RENT,6250,680,10,11131
103215,10000,14.96%,36 months,17.79%,RENT,3750,670,16,7201
43612,17000,7.90%,36 months,27.41%,RENT,3083.33,735,12,16756
38534,10000,6.62%,36 months,24.24%,RENT,3750,765,9,1623
46458,14100,18.55%,36 months,22.70%,OWN,3000,665,7,12114
99787,26500,20.49%,60 months,30.36%,MORTGAGE,5000,690,14,10350
87571,12000,12.12%,36 months,9.70%,MORTGAGE,11166.67,710,11,19643
102444,2200,13.87%,36 months,10.35%,RENT,3333.33,640,10,11606
67421,7200,7.62%,36 months,7.97%,RENT,8333.33,730,12,25430
1076,6500,8.32%,36 months,5.43%,MORTGAGE,3333,740,9,9830
75473,19750,17.27%,60 months,13.39%,MORTGAGE,6737.5,710,14,19070
22134,21000,14.91%,60 months,9.64%,RENT,3476.8,725,10,0
46017,3500,15.81%,36 months,13.14%,MORTGAGE,18333.33,665,8,11107
26369,2650,7.49%,36 months,21.11%,OWN,1482.92,725,15,1808
52860,15000,13.11%,36 months,19.36%,OWN,5000,695,10,16618
101246,4800,14.33%,36 months,18.91%,MORTGAGE,5833.33,695,13,29287
53054,12000,17.99%,36 months,17.37%,MORTGAGE,3666.67,670,10,7393
66184,6000,6.62%,36 months,3.88%,MORTGAGE,5000,760,5,4242
34351,12000,7.90%,60 months,1.88%,MORTGAGE,6666.67,790,6,3364
68999,1550,12.12%,36 months,11.21%,RENT,5083.33,680,9,5755
91334,35000,15.31%,36 months,19.59%,MORTGAGE,7500,695,11,29953
7183,3000,7.14%,36 months,12.85%,RENT,4916.67,730,8,3210
9928,15000,10.25%,36 months,5.72%,MORTGAGE,9166.67,720,13,14887
90912,14400,18.49%,36 months,33.23%,RENT,5166.67,665,14,11089
7565,12000,9.88%,36 months,5.16%,MORTGAGE,3333.33,755,7,1117
44547,20000,19.99%,36 months,6.81%,RENT,5500,660,11,9028
19636,11700,7.66%,36 months,12.13%,MORTGAGE,4583.33,745,13,26769
89378,7750,13.11%,36 months,27.28%,MORTGAGE,4208.33,660,14,11840
35796,12000,19.91%,60 months,11.73%,RENT,3000,660,10,10828
15164,6000,7.14%,36 months,8.91%,MORTGAGE,4500,760,10,4561
48980,5000,7.90%,36 months,27.06%,MORTGAGE,3333.33,720,16,11746
79282,6000,16.29%,36 months,20.96%,MORTGAGE,4183.33,665,10,7335
15704,25000,10.36%,60 months,11.22%,RENT,7916.67,755,6,36534
52129,23000,7.62%,36 months,6.51%,MORTGAGE,25000,810,10,227
75471,10000,13.11%,36 months,9.14%,MORTGAGE,5416.67,700,6,8119
11953,4800,7.88%,60 months,7.88%,MORTGAGE,1600,765,6,4191
77074,20500,12.12%,36 months,30.95%,MORTGAGE,4333.33,705,14,33294
23829,21000,18.79%,60 months,20.31%,MORTGAGE,6750,690,14,24763
33557,7500,7.90%,36 months,11.79%,OWN,2916.67,820,2,349
20782,16800,16.40%,36 months,7.02%,MORTGAGE,6666.67,675,8,16211
476,10000,11.66%,36 months,8.40%,MORTGAGE,4133.33,685,6,11735
25849,12000,16.49%,60 months,18.63%,RENT,4000,685,9,11376
51979,17900,18.25%,60 months,7.36%,RENT,5000,705,7,10217
102637,24000,17.15%,36 months,12.70%,RENT,18483,670,14,40099
66528,9600,14.33%,36 months,20.69%,MORTGAGE,2750,670,16,11518
20309,8000,12.68%,60 months,18.78%,MORTGAGE,11583.33,700,13,86700
22312,9000,13.43%,36 months,19.45%,OWN,6750,690,7,26588
32340,10000,14.65%,36 months,19.25%,MORTGAGE,8083.33,675,14,9246
51429,8000,16.29%,36 months,9.75%,RENT,5250,665,14,6035
11819,12000,16.32%,60 months,9.74%,RENT,5000,680,9,6852
95994,20000,11.14%,36 months,17.37%,MORTGAGE,6650,715,9,19955
103708,4800,7.88%,36 months,23.95%,MORTGAGE,3750,710,19,114509
41417,28000,19.42%,60 months,4.56%,MORTGAGE,10813.17,685,8,9397
77733,10000,11.14%,36 months,8.80%,OWN,4000,705,17,10750
80219,7300,6.62%,36 months,20.11%,MORTGAGE,3416.67,730,14,23030
41948,8450,7.90%,36 months,10.93%,RENT,3000,730,6,7603
65978,20000,21.98%,60 months,17.08%,MORTGAGE,5000,675,5,19780
69027,16000,21.98%,60 months,10.99%,MORTGAGE,3466.67,665,8,13797
42567,30000,17.27%,36 months,12.29%,RENT,10000,695,17,18680
29901,12000,15.23%,60 months,20.18%,MORTGAGE,4166.67,700,10,18559
6521,24500,11.83%,36 months,13.42%,OWN,12500,810,10,346
101612,3000,13.75%,36 months,2.38%,OWN,588.5,640,4,469
78680,8000,15.31%,36 months,18.62%,OWN,3083.33,680,14,1669
5923,17000,8.94%,36 months,2.19%,MORTGAGE,10000,775,15,63646
35870,4200,11.71%,36 months,15.97%,RENT,6041.67,680,11,5913
32893,1400,14.27%,36 months,3.05%,RENT,2750,680,3,1276
59277,2500,14.65%,36 months,23.58%,OWN,5130.42,670,13,5942
48342,12000,15.31%,36 months,18.24%,MORTGAGE,3333.33,675,12,6209
33055,2200,11.71%,36 months,1.02%,MORTGAGE,7167.92,725,4,2639
93780,35000,16.29%,36 months,19.92%,MORTGAGE,14166.67,660,12,216561
84644,12000,14.09%,36 months,10.21%,MORTGAGE,20833.33,695,17,23800
50596,9600,13.99%,36 months,13.94%,RENT,3206.67,670,10,9824
93374,16500,6.03%,36 months,22.65%,MORTGAGE,5416.67,815,17,14835
10819,15000,11.86%,60 months,16.38%,MORTGAGE,6166.67,730,6,42971
27369,1500,11.49%,36 months,15.90%,MORTGAGE,5555.08,685,16,21774
89755,4000,12.12%,36 months,25.95%,MORTGAGE,3333.33,705,8,24937
13183,4325,10.75%,36 months,17.77%,RENT,4400,705,7,3365
16900,3600,6.91%,36 months,19.07%,RENT,1500,715,7,4298
88332,28000,7.62%,36 months,19.21%,MORTGAGE,14166.67,730,10,49026
49292,15000,13.11%,36 months,18.73%,RENT,4000,695,7,15055
65245,5000,15.31%,36 months,10.28%,RENT,1916.67,660,8,5982
48606,21000,13.67%,36 months,11.42%,MORTGAGE,10700,710,12,16830
21688,5000,17.14%,60 months,4.17%,MORTGAGE,3000,680,4,760
77606,14400,10.16%,36 months,28.54%,MORTGAGE,5083.33,705,12,4292
65358,13600,13.11%,36 months,20.37%,RENT,3666.67,680,14,20411
6908,7500,7.74%,36 months,7.72%,OWN,10000,775,14,5195
90491,18000,19.05%,36 months,33.23%,MORTGAGE,5416.67,685,10,15626
10594,15000,7.88%,36 months,3.90%,RENT,10000,755,8,6055
49772,4800,12.12%,36 months,16.94%,RENT,4800,680,7,2770
75838,10000,13.11%,36 months,26.87%,RENT,3166.67,680,6,7271
47896,26500,18.25%,60 months,3.67%,RENT,4416.67,720,3,7628
6011,15800,11.14%,36 months,21.88%,OWN,8333.33,745,7,29860
58595,20000,8.90%,36 months,3.18%,MORTGAGE,17500,735,6,28579
54201,7000,15.31%,36 months,14.74%,RENT,12208.33,685,22,25181
50633,24000,7.62%,36 months,14.22%,MORTGAGE,6833.33,760,8,11058
59083,12000,14.65%,36 months,11.39%,RENT,8333.33,685,14,19696
101795,10000,10.59%,36 months,10.22%,RENT,2083.33,685,4,6552
27048,23000,11.99%,36 months,20.81%,MORTGAGE,7000,725,10,21598
23087,14000,17.51%,60 months,16.44%,OWN,4666.67,695,11,10948
84582,18000,18.75%,60 months,23.34%,MORTGAGE,5416.67,695,10,14744
85509,7000,10.16%,36 months,24.01%,MORTGAGE,10250,705,15,43306
34695,12700,7.90%,60 months,19.47%,MORTGAGE,5833.33,775,12,14787
14152,12000,13.98%,60 months,18.41%,MORTGAGE,4666.67,700,14,13616
82435,4500,11.14%,36 months,34.74%,RENT,2700,690,13,6747
7254,1000,7.88%,36 months,17.15%,RENT,6000,715,11,23572
49690,1000,15.81%,36 months,24.40%,OWN,3000,665,5,3430
67383,10550,12.12%,36 months,18.75%,RENT,5583.33,685,7,9533
72091,17825,14.09%,36 months,18.85%,MORTGAGE,6250,690,12,27554
83505,10750,14.09%,36 months,26.14%,RENT,2666.67,720,3,9800
55812,13600,7.90%,36 months,12.61%,MORTGAGE,6250,740,7,14524
80906,20000,22.47%,60 months,23.94%,MORTGAGE,7000,670,8,19537
88495,10050,14.33%,36 months,24.59%,MORTGAGE,2500,685,9,10421
42455,30000,8.90%,36 months,26.65%,RENT,6666.67,740,7,10472
63971,27575,17.27%,36 months,33.47%,MORTGAGE,5750,700,21,24705
92524,14675,13.11%,36 months,19.20%,MORTGAGE,4416.67,695,16,17930
79400,10000,14.09%,36 months,17.79%,RENT,3333.33,675,9,10525
65957,7275,7.90%,36 months,25.41%,RENT,7000,720,13,8532
88526,4200,17.27%,36 months,14.78%,RENT,2083.33,660,7,3690
104012,25000,11.86%,36 months,7.43%,MORTGAGE,5250,730,9,18318
30929,13500,19.69%,60 months,15.08%,RENT,2666.67,665,6,13341
101002,2200,15.31%,36 months,28.84%,RENT,4750,675,13,26552
54710,20000,13.99%,36 months,9.57%,RENT,3750,700,13,9775
50817,14000,13.11%,36 months,16.78%,RENT,5500,680,10,4919
88361,12000,6.62%,36 months,10.86%,RENT,12500,730,12,15445
47163,4200,13.67%,36 months,12.52%,OWN,5000,710,8,9234
74506,7100,11.14%,36 months,12.46%,MORTGAGE,2183.33,690,7,7013
48636,15000,14.65%,36 months,5.52%,MORTGAGE,5416.67,700,9,13775
2007,15000,10.95%,36 months,2.77%,MORTGAGE,6666.67,750,13,11002
55042,9000,14.65%,36 months,14.36%,RENT,2500,665,10,11540
63404,23300,23.83%,60 months,33.56%,MORTGAGE,13666.67,660,15,72774
97210,20000,15.80%,60 months,25.89%,RENT,4166.67,690,23,34720
56887,2000,13.99%,36 months,25.13%,RENT,7583.33,670,11,39656
13181,25000,13.98%,60 months,8.91%,RENT,10833.33,720,11,35046
15176,11975,15.21%,60 months,19.81%,MORTGAGE,5382,695,11,9475
85370,10000,15.80%,36 months,13.57%,MORTGAGE,4583.33,675,16,24989
4481,9000,11.48%,36 months,18.93%,RENT,3750,715,6,14576
20862,15800,16.02%,60 months,19.64%,MORTGAGE,7388.42,710,13,32120
363,10000,13.30%,36 months,6.31%,OWN,10000,660,11,28653
102503,3600,13.24%,36 months,9.14%,RENT,6290,655,7,3453
60439,10000,13.11%,36 months,7.23%,MORTGAGE,3333.33,700,6,10793
53648,19500,20.50%,36 months,2.93%,MORTGAGE,9250,675,5,8915
26129,18000,7.49%,36 months,8.52%,OWN,4250,755,5,19566
18058,22000,8.88%,36 months,19.37%,MORTGAGE,6041.67,725,9,6055
240,22350,14.07%,36 months,3.66%,OWN,11250,670,8,10753
103248,5000,13.92%,36 months,10.80%,RENT,2500,700,7,2050
81211,20000,7.62%,36 months,6.61%,RENT,10833.33,770,7,16092
77887,7000,8.90%,36 months,14.69%,MORTGAGE,5416.67,720,14,15272
79088,15000,14.09%,60 months,2.67%,RENT,7236.67,750,3,3335
20486,10000,10.00%,60 months,5.70%,MORTGAGE,2333.33,805,10,5547
81840,25000,21.49%,60 months,8.76%,RENT,6250,680,5,17213
53284,14400,13.11%,36 months,20.52%,RENT,3333.33,700,9,14073
43392,10000,10.65%,36 months,12.56%,RENT,2833.33,710,5,14087
96514,19750,16.29%,36 months,4.68%,MORTGAGE,8333.33,700,9,11383
41484,10000,11.71%,36 months,12.03%,MORTGAGE,4000,695,11,8413
4873,4550,13.57%,36 months,17.46%,RENT,10833.33,680,10,66461
1340,7500,10.83%,36 months,20.91%,MORTGAGE,7500,745,12,120338
27608,13075,11.99%,60 months,22.52%,MORTGAGE,7291.67,715,14,27622
41287,7000,7.90%,36 months,7.65%,RENT,2916.67,710,7,4276
27572,3000,7.49%,36 months,21.16%,RENT,2500,800,3,1298
17946,18000,14.46%,36 months,23.85%,MORTGAGE,5166.67,685,8,24380
89690,14675,16.29%,36 months,27.23%,RENT,3250,695,14,7525
98621,10000,14.09%,36 months,8.48%,MORTGAGE,3750,675,4,3776
54692,9600,10.74%,60 months,3.58%,MORTGAGE,8000,725,7,3207
88893,10000,13.11%,36 months,3.01%,MORTGAGE,9166.67,660,5,10079
16926,1500,6.91%,36 months,16.74%,MORTGAGE,5166.67,715,13,7453
95489,10000,14.09%,36 months,19.17%,RENT,3750,680,8,9969
103355,7000,13.11%,36 months,13.11%,RENT,4325,685,8,8076
103801,4000,16.82%,60 months,15.82%,MORTGAGE,4721,685,18,11319
90659,16750,7.90%,36 months,18.16%,OWN,9125,710,19,33986
102010,5600,12.92%,36 months,8.20%,RENT,2500,660,6,18718
74303,11950,14.33%,36 months,21.22%,MORTGAGE,5833.33,700,22,15962
29601,12000,13.99%,60 months,10.34%,RENT,4166.67,715,13,16069
36716,5000,7.51%,36 months,9.53%,MORTGAGE,4333.33,755,5,1825
76218,3800,12.12%,36 months,23.36%,OWN,2641.67,705,3,8467
43556,9000,10.65%,36 months,21.53%,RENT,3000,700,6,4602
53046,5000,9.76%,36 months,17.79%,MORTGAGE,3333.33,695,9,5330
14190,7000,11.86%,36 months,12.03%,RENT,3400,690,8,6163
29227,5000,10.99%,36 months,14.66%,RENT,7333.33,725,23,35055
28738,20000,11.99%,60 months,20.24%,MORTGAGE,4500,740,15,26424
13689,2000,14.35%,36 months,22.06%,OWN,3600,665,10,14234
91426,29175,13.11%,36 months,20.68%,RENT,5416.67,695,10,22811
10852,9000,11.49%,60 months,13.87%,MORTGAGE,10000,750,10,4546
47416,27000,18.55%,60 months,19.48%,MORTGAGE,6500,715,9,16294
90687,20000,13.11%,60 months,17.76%,MORTGAGE,4853.33,720,12,1207
94192,10000,10.16%,36 months,29.83%,RENT,4166.67,710,9,22207
28201,10000,8.49%,36 months,20.27%,RENT,6666.67,715,14,23061
61831,8000,6.03%,36 months,18.38%,MORTGAGE,4250,755,10,4455
29670,12000,7.49%,36 months,13.40%,RENT,5416.67,740,13,13953
97560,35000,17.27%,60 months,27.13%,OWN,10000,705,11,42867
47488,11875,6.03%,36 months,20.80%,MORTGAGE,2740.5,780,16,23490
30840,20000,15.99%,60 months,16.16%,MORTGAGE,3750,700,9,19872
1392,18000,11.78%,36 months,17.43%,MORTGAGE,7750,705,17,29046
16291,8000,15.95%,60 months,20.16%,RENT,4500,665,10,2786
18629,24000,6.54%,36 months,5.62%,MORTGAGE,9583.33,755,9,22725
53465,11500,12.12%,36 months,24.16%,MORTGAGE,2458.33,695,9,21668
28315,2000,16.89%,36 months,3.31%,RENT,2750,675,3,3247
32866,12800,16.77%,60 months,19.12%,OWN,4166.67,685,15,12693
41589,10000,19.91%,36 months,23.35%,MORTGAGE,6000,680,34,19424
12951,4800,16.82%,60 months,14.84%,RENT,4008.33,660,18,8828
44836,10000,18.55%,36 months,6.24%,RENT,5416.67,670,8,9783
99297,25000,14.33%,36 months,27.88%,OWN,5416.67,710,11,18460
32654,5000,11.71%,36 months,10.12%,RENT,9288.33,705,17,798
62778,4800,7.90%,36 months,13.74%,RENT,6333.33,720,6,1782
87968,16475,14.33%,60 months,15.96%,MORTGAGE,3333.33,725,7,5568
78588,8000,7.90%,36 months,22.83%,MORTGAGE,3750,725,8,2719
9349,5000,10.99%,36 months,19.88%,RENT,3200,700,7,387
81785,28350,19.72%,36 months,28.89%,RENT,5833.33,695,11,10119
12788,16000,15.58%,60 months,5.21%,MORTGAGE,17500,700,7,12643
13412,15000,17.93%,60 months,8.06%,RENT,12500,670,14,8296
39115,6000,8.90%,36 months,17.48%,RENT,6996.17,700,12,6252
92536,21000,17.27%,60 months,31.48%,RENT,4583.33,680,13,32616
45047,6000,7.90%,36 months,10.75%,MORTGAGE,2883.33,725,8,4813
63234,10500,14.33%,36 months,27.80%,RENT,2500,670,6,16128
90756,16000,15.80%,60 months,24.85%,MORTGAGE,5416.67,680,10,9638
59014,10000,10.74%,36 months,26.02%,RENT,3750,720,8,6891
3648,5000,11.58%,36 months,18.48%,RENT,7083.33,700,6,2591
21477,30000,19.74%,60 months,20.03%,OWN,6250,700,2,7143
16057,12000,14.46%,60 months,20.50%,MORTGAGE,5916.67,690,11,8244
50389,35000,21.97%,60 months,21.31%,MORTGAGE,7833.33,685,14,27610
32310,25200,20.30%,60 months,14.90%,MORTGAGE,7166.67,690,11,28481
83265,2000,13.11%,36 months,14.11%,RENT,3750,680,4,1485
70270,12000,17.77%,36 months,9.81%,RENT,4333.33,670,12,12837
54267,12500,8.90%,36 months,14.37%,RENT,4154.17,715,9,10465
47705,8000,6.62%,36 months,21.95%,MORTGAGE,3666.67,745,11,17907
48560,5000,12.12%,36 months,11.08%,RENT,1833.33,685,7,5408
56604,12800,14.65%,36 months,17.76%,RENT,10000,680,13,5792
54487,33000,7.62%,36 months,0.26%,MORTGAGE,102750,805,7,95435
27575,15000,6.99%,36 months,6.64%,MORTGAGE,9083.33,810,12,1410
69095,5000,7.62%,36 months,17.10%,RENT,1750,725,7,8162
9261,7000,14.22%,36 months,7.04%,RENT,3010,670,5,3047
88031,13450,14.09%,36 months,12.93%,MORTGAGE,3333.33,685,5,5407
73881,20375,14.09%,60 months,22.67%,MORTGAGE,5416.67,740,17,20980
62753,1200,15.80%,36 months,9.99%,RENT,3833.33,665,10,6520
88040,16000,6.03%,36 months,9.20%,RENT,12750,805,16,13690
65110,2000,14.33%,36 months,22.48%,RENT,4333.33,675,9,8496
4587,11200,13.92%,36 months,18.07%,MORTGAGE,2773.33,680,6,6720
93766,28000,7.62%,36 months,12.19%,RENT,11250,730,10,40302
83592,28000,21.98%,60 months,16.56%,MORTGAGE,10166.67,680,12,43182
2805,3000,15.05%,36 months,18.95%,MORTGAGE,3466.67,660,9,4285
70589,7200,12.12%,36 months,29.38%,RENT,4166.67,680,12,5165
21690,4600,5.42%,36 months,3.38%,MORTGAGE,3664.25,775,6,3127
29803,8000,6.99%,36 months,9.19%,MORTGAGE,5833.33,790,5,4469
87162,20125,18.49%,36 months,11.08%,MORTGAGE,8937.5,675,14,12418
70443,19050,14.33%,60 months,11.08%,MORTGAGE,5000,740,16,19988
28432,21850,18.79%,60 months,20.32%,RENT,4400,680,7,9171
13712,5000,10.38%,36 months,19.10%,RENT,4200,715,7,1109
84889,12000,15.31%,36 months,8.28%,RENT,7750,670,10,16132
40381,5800,6.03%,36 months,6.98%,RENT,5208.33,760,7,4965
39867,10000,11.71%,36 months,13.41%,RENT,5800,710,9,4214
75600,4800,7.90%,36 months,17.34%,MORTGAGE,6250,705,7,4195
27623,8000,10.99%,36 months,17.12%,RENT,2500,705,13,7027
69389,9750,16.29%,36 months,34.04%,MORTGAGE,3119.92,670,12,8774
35351,4000,12.69%,36 months,1.34%,RENT,9583.33,705,8,5304
29981,3000,10.99%,36 months,20.96%,RENT,5583.33,695,6,1531
74258,16000,15.80%,36 months,11.35%,RENT,5075,690,15,22380
3209,12000,9.63%,36 months,15%,MORTGAGE,3000,750,8,20328
1364,7500,11.78%,36 months,17.72%,MORTGAGE,2500,690,7,6349
68023,9600,7.90%,36 months,5.58%,MORTGAGE,6500,725,8,23353
64660,23850,22.95%,60 months,20.74%,MORTGAGE,5000,670,13,17587
59812,6250,14.09%,36 months,19.70%,RENT,4248.33,680,9,9991
14213,16750,7.88%,36 months,20.70%,MORTGAGE,3778.67,745,9,22352
34627,4000,12.69%,36 months,2.50%,RENT,1600,730,3,1295
55924,23500,19.22%,36 months,20.37%,RENT,6800,670,17,31812
